"","StudentNumber","Gender","Grade","Ethnicity","SchoolName","Lunch","Special.Education","Inf..Date","Infraction","Adminstrative.Action","COUNT"
"1907","S11051","F",7,"White","Clark Middle School","Free Lunch","","12/10/2015","Other","SEI Consultation",573
"1908","S1228272","M",6,"Black","Clark Middle School","Free Lunch","","9/30/2015","Problem-Bus Behavior","Lunch Restriction",926
"1909","S1228274","M",6,"Black","Clark Middle School","Free Lunch","","10/7/2015","Excessive Tardiness","Lunch Restriction",926
"1910","S1228275","M",6,"Black","Clark Middle School","Free Lunch","","10/19/2015","Classroom Disruption","Lunch Restriction",926
"1911","S1228276","M",6,"Black","Clark Middle School","Free Lunch","","11/10/2015","Excessive Tardiness","Lunch Restriction",926
"1912","S11826","M",6,"Black","Clark Middle School","Free Lunch","","11/16/2015","Misbehavior","ISS-1 Day ICBM",1807
"1913","S11066","F",6,"Black","Clark Middle School","Free Lunch","","8/25/2015","Excessive Tardiness","SEI Consultation",573
"1914","S1228278","F",6,"Black","Clark Middle School","Free Lunch","","9/14/2015","Excessive Tardiness","Lunch Restriction",926
"1915","S11827","F",6,"Black","Clark Middle School","Free Lunch","","9/21/2015","Excessive Tardiness","ISS-1 Day ICBM",1807
"1916","S11829","F",6,"Black","Clark Middle School","Free Lunch","","9/25/2015","Excessive Tardiness","ISS-1 Day ICBM",1807
"1917","S10411","F",6,"Black","Clark Middle School","Free Lunch","","10/7/2015","Theft School/Private Property","OSS-Two Days Out of School Suspension",290
"1918","S10428","F",6,"Black","Clark Middle School","Free Lunch","","10/20/2015","Excessive Tardiness","OSS-Two Days Out of School Suspension",290
"1919","S10305","F",6,"Black","Clark Middle School","Free Lunch","","11/9/2015","Other","Peer Mediation",52
"1920","S10749","F",6,"Black","Clark Middle School","Free Lunch","","11/16/2015","Misbehavior","Work Detail",205
"1921","S11009","F",6,"Black","Clark Middle School","Free Lunch","","11/16/2015","Misbehavior","Friday School",317
"1922","S10754","F",6,"Black","Clark Middle School","Free Lunch","","11/17/2015","Inappropriate Language","Work Detail",205
"1923","S10755","F",6,"Black","Clark Middle School","Free Lunch","","11/30/2015","Classroom Disruption","Work Detail",205
"1924","S10676","F",6,"Black","Clark Middle School","Free Lunch","","12/1/2015","Classroom Disruption","ISS-2 Day ICBM",407
"1925","S11073","F",6,"Black","Clark Middle School","Free Lunch","","12/1/2015","Misbehavior","SEI Consultation",573
"1926","S10688","F",6,"Black","Clark Middle School","Free Lunch","","12/3/2015","Inappropriate Use Of Internet","OSS-One Day Out of School Suspension",693
"1927","S11016","F",6,"Black","Clark Middle School","Free Lunch","","12/8/2015","Excessive Absences","Friday School",317
"1928","S10759","M",6,"White","Clark Middle School","Free Lunch","Language or Speech Impairment (09)","9/3/2015","Misbehavior","Work Detail",205
"1929","S11074","M",6,"White","Clark Middle School","Reduced Lunch","","9/9/2015","Insubordination","SEI Consultation",573
"1930","S1228283","M",6,"Hispanic","Clark Middle School","Free Lunch","","9/15/2015","Misbehavior","Lunch Restriction",926
"1931","S1228284","M",6,"Hispanic","Clark Middle School","Free Lunch","","11/12/2015","Failure Refused Detention","Lunch Restriction",926
"1932","S1228290","M",6,"Hispanic","Clark Middle School","Free Lunch","","12/4/2015","Misbehavior","Lunch Restriction",926
"1933","S11836","M",6,"Hispanic","Clark Middle School","Free Lunch","","12/4/2015","Misbehavior","ISS-1 Day ICBM",1807
"1934","S11080","M",6,"Black","Clark Middle School","Free Lunch","Mild Cognitive Disability (10)","9/11/2015","Misbehavior","SEI Consultation",573
"1935","S10677","M",6,"Black","Clark Middle School","Free Lunch","Mild Cognitive Disability (10)","9/18/2015","Misbehavior","ISS-2 Day ICBM",407
"1936","S1228292","M",6,"Black","Clark Middle School","Free Lunch","Mild Cognitive Disability (10)","10/7/2015","Excessive Tardiness","Lunch Restriction",926
"1937","S11082","M",6,"Black","Clark Middle School","Free Lunch","Mild Cognitive Disability (10)","10/9/2015","Other","SEI Consultation",573
"1938","S10193","M",6,"Black","Clark Middle School","Free Lunch","Mild Cognitive Disability (10)","10/12/2015","Vandalism","OSS-Out Of School Suspension",327
"1939","S11837","M",6,"Black","Clark Middle School","Free Lunch","Mild Cognitive Disability (10)","10/20/2015","Leaving Without Permission","ISS-1 Day ICBM",1807
"1940","S11855","M",6,"Black","Clark Middle School","Free Lunch","Mild Cognitive Disability (10)","10/21/2015","Classroom Disruption","ISS-1 Day ICBM",1807
"1941","S1228297","M",6,"Black","Clark Middle School","Free Lunch","Mild Cognitive Disability (10)","11/12/2015","Failure Refused Detention","Lunch Restriction",926
"1942","S10762","M",6,"Black","Clark Middle School","Free Lunch","Mild Cognitive Disability (10)","11/24/2015","Misbehavior","Work Detail",205
"1943","S1228299","M",6,"Black","Clark Middle School","Free Lunch","Mild Cognitive Disability (10)","12/3/2015","Misbehavior","Lunch Restriction",926
"1944","S10765","M",6,"Black","Clark Middle School","Free Lunch","Mild Cognitive Disability (10)","12/3/2015","Misbehavior","Work Detail",205
"1945","S11857","F",7,"Hispanic","Clark Middle School","Free Lunch","","10/5/2015","Excessive Tardiness","ISS-1 Day ICBM",1807
"1946","S10780","F",7,"Hispanic","Clark Middle School","Free Lunch","","10/21/2015","Misbehavior","Work Detail",205
"1947","S11033","F",7,"Hispanic","Clark Middle School","Free Lunch","","11/2/2015","Excessive Tardiness","Friday School",317
"1948","S1228301","M",6,"Hispanic","Clark Middle School","Free Lunch","","12/7/2015","Misbehavior","Lunch Restriction",926
"1949","S1228302","M",7,"Hispanic","Clark Middle School","Reduced Lunch","","10/15/2015","Failure Refused Detention","Lunch Restriction",926
"1950","S11088","F",7,"Hispanic","Clark Middle School","Free Lunch","","9/2/2015","Excessive Tardiness","SEI Consultation",573
"1951","S11040","F",7,"Hispanic","Clark Middle School","Free Lunch","","11/2/2015","Excessive Tardiness","Friday School",317
"1952","S10140","M",6,"White","Clark Middle School","Free Lunch","","9/22/2015","Misbehavior","Ripple Effects Module",77
"1953","S10158","M",6,"White","Clark Middle School","Free Lunch","","9/25/2015","Insubordination","ISS-Half Day ICBM",270
"1954","S1228303","M",6,"White","Clark Middle School","Free Lunch","","10/9/2015","Misbehavior","Lunch Restriction",926
"1955","S10157","M",6,"White","Clark Middle School","Free Lunch","","10/13/2015","Misbehavior","Ripple Effects Module",77
"1956","S1228306","M",6,"White","Clark Middle School","Free Lunch","","10/23/2015","Misbehavior","Lunch Restriction",926
"1957","S10790","M",6,"White","Clark Middle School","Free Lunch","","11/2/2015","Misbehavior","Work Detail",205
"1958","S10689","M",6,"White","Clark Middle School","Free Lunch","","11/23/2015","Classroom Disruption","OSS-One Day Out of School Suspension",693
"1959","S1228310","M",6,"White","Clark Middle School","Free Lunch","","12/4/2015","Classroom Disruption","Lunch Restriction",926
"1960","S11864","M",6,"White","Clark Middle School","Free Lunch","","12/4/2015","Misbehavior","ISS-1 Day ICBM",1807
"1961","S11869","M",6,"White","Clark Middle School","Free Lunch","","12/14/2015","Insubordination","ISS-1 Day ICBM",1807
"1962","S10797","M",6,"White","Clark Middle School","Free Lunch","","10/8/2015","Misbehavior","Work Detail",205
"1963","S10849","F",6,"Hispanic","Clark Middle School","Free Lunch","","12/15/2015","Problem-Bus Behavior","Administrative Conference",1230
"1964","S11090","F",7,"White","Clark Middle School","Free Lunch","","9/10/2015","Excessive Tardiness","SEI Consultation",573
"1965","S11046","F",7,"White","Clark Middle School","Free Lunch","","10/8/2015","Excessive Tardiness","Friday School",317
"1966","S10695","F",7,"White","Clark Middle School","Free Lunch","","11/5/2015","Excessive Absences","OSS-One Day Out of School Suspension",693
"1967","S10678","F",7,"White","Clark Middle School","Free Lunch","","12/10/2015","Excessive Tardiness","ISS-2 Day ICBM",407
"1968","S1228314","M",6,"Hispanic","Clark Middle School","Paid","Specific Learning Disability (07)","8/20/2015","Classroom Disruption","Lunch Restriction",926
"1969","S1105","M",6,"Hispanic","Clark Middle School","Paid","Specific Learning Disability (07)","9/18/2015","Excessive Tardiness","Friday School",317
"1970","S11051","M",6,"Hispanic","Clark Middle School","Paid","Specific Learning Disability (07)","9/29/2015","Failure Refused Detention","Friday School",317
"1971","S11873","M",6,"Hispanic","Clark Middle School","Paid","Specific Learning Disability (07)","9/30/2015","Failure Refused Detention","ISS-1 Day ICBM",1807
"1972","S11100","M",6,"Hispanic","Clark Middle School","Paid","Specific Learning Disability (07)","10/14/2015","Excessive Tardiness","SEI Consultation",573
"1973","S11874","M",6,"Hispanic","Clark Middle School","Paid","Specific Learning Disability (07)","10/16/2015","Excessive Tardiness","ISS-1 Day ICBM",1807
"1974","S1228318","M",6,"Hispanic","Clark Middle School","Paid","Specific Learning Disability (07)","10/26/2015","Rule Violation","Lunch Restriction",926
"1975","S10411","M",6,"Hispanic","Clark Middle School","Paid","Specific Learning Disability (07)","10/27/2015","Drug Violation","OSS-Five Days Out of School Suspension",176
"1976","S11102","M",6,"Hispanic","Clark Middle School","Paid","Specific Learning Disability (07)","11/12/2015","Rule Violation","SEI Consultation",573
"1977","S10430","M",6,"Hispanic","Clark Middle School","Paid","Specific Learning Disability (07)","11/13/2015","Insubordination","OSS-Two Days Out of School Suspension",290
"1978","S10699","M",6,"Hispanic","Clark Middle School","Paid","Specific Learning Disability (07)","12/2/2015","Excessive Tardiness","OSS-One Day Out of School Suspension",693
"1979","S10428","M",6,"Hispanic","Clark Middle School","Paid","Specific Learning Disability (07)","12/4/2015","Disruption-School Process","OSS-Five Days Out of School Suspension",176
"1980","S11104","M",7,"Black","Clark Middle School","Free Lunch","Specific Learning Disability (07)","9/4/2015","Excessive Tardiness","SEI Consultation",573
"1981","S1228324","M",7,"Black","Clark Middle School","Free Lunch","Specific Learning Disability (07)","10/12/2015","Excessive Tardiness","Lunch Restriction",926
"1982","S11066","M",7,"Black","Clark Middle School","Free Lunch","Specific Learning Disability (07)","10/28/2015","Excessive Tardiness","Friday School",317
"1983","S1228325","M",7,"Black","Clark Middle School","Free Lunch","Specific Learning Disability (07)","11/18/2015","Excessive Tardiness","Lunch Restriction",926
"1984","S10858","M",8,"Black","Clark Middle School","Free Lunch","","9/1/2015","Misbehavior","Administrative Conference",1230
"1985","S1228328","M",8,"Black","Clark Middle School","Free Lunch","","9/4/2015","Cheating","Lunch Restriction",926
"1986","S10703","M",8,"Black","Clark Middle School","Free Lunch","","10/27/2015","Insubordination","OSS-One Day Out of School Suspension",693
"1987","S11876","M",8,"Black","Clark Middle School","Free Lunch","","11/2/2015","Bullying - Multiple/Combinations","ISS-1 Day ICBM",1807
"1988","S11878","M",8,"Black","Clark Middle School","Free Lunch","","12/16/2015","Failure Refused Detention","ISS-1 Day ICBM",1807
"1989","S11073","F",7,"White","Clark Middle School","Free Lunch","","10/14/2015","Excessive Tardiness","Friday School",317
"1990","S1228329","F",7,"White","Clark Middle School","Free Lunch","","11/23/2015","Excessive Tardiness","Lunch Restriction",926
"1991","S11893","F",7,"White","Clark Middle School","Free Lunch","","11/30/2015","Insubordination","ISS-1 Day ICBM",1807
"1992","S11894","F",7,"Black","Clark Middle School","Free Lunch","","9/30/2015","Insubordination","ISS-1 Day ICBM",1807
"1993","S10435","F",7,"Black","Clark Middle School","Free Lunch","","12/1/2015","Classroom Disruption","Class Suspension",1164
"1994","S11124","M",6,"White","Clark Middle School","Free Lunch","","9/21/2015","Excessive Tardiness","SEI Consultation",573
"1995","S11074","M",6,"White","Clark Middle School","Free Lunch","","11/2/2015","Excessive Tardiness","Friday School",317
"1996","S11080","F",8,"White","Clark Middle School","Free Lunch","","11/16/2015","Excessive Absences","Friday School",317
"1997","S1228342","F",8,"White","Clark Middle School","Free Lunch","","12/14/2015","Excessive Tardiness","Lunch Restriction",926
"1998","S10798","M",8,"White","Clark Middle School","Free Lunch","","8/18/2015","Rule Violation","Work Detail",205
"1999","S10860","M",8,"White","Clark Middle School","Free Lunch","","9/11/2015","Safety Infraction","Administrative Conference",1230
"2000","S10808","M",8,"White","Clark Middle School","Free Lunch","","10/22/2015","Misbehavior","Work Detail",205
"2001","S10829","M",8,"White","Clark Middle School","Free Lunch","","11/6/2015","Classroom Disruption","Work Detail",205
"2002","S10680","M",8,"White","Clark Middle School","Free Lunch","","12/15/2015","Other","ISS-2 Day ICBM",407
"2003","S10688","F",8,"Hispanic","Clark Middle School","Free Lunch","","9/25/2015","Excessive Tardiness","ISS-2 Day ICBM",407
"2004","S11899","F",8,"Hispanic","Clark Middle School","Free Lunch","","10/2/2015","Rule Violation","ISS-1 Day ICBM",1807
"2005","S11128","F",8,"White","Clark Middle School","Paid","","11/20/2015","Other","SEI Consultation",573
"2006","S1228346","F",6,"White","Clark Middle School","Free Lunch","","10/7/2015","Excessive Tardiness","Lunch Restriction",926
"2007","S1228349","F",6,"White","Clark Middle School","Free Lunch","","11/11/2015","Excessive Tardiness","Lunch Restriction",926
"2008","S11082","F",6,"White","Clark Middle School","Free Lunch","","12/7/2015","Excessive Tardiness","Friday School",317
"2009","S10158","F",6,"White","Clark Middle School","Free Lunch","","9/9/2015","Classroom Disruption","Ripple Effects Module",77
"2010","S11903","F",6,"White","Clark Middle School","Free Lunch","","9/9/2015","Classroom Disruption","ISS-1 Day ICBM",1807
"2011","S11088","F",6,"White","Clark Middle School","Free Lunch","","10/19/2015","Classroom Disruption","Friday School",317
"2012","S11090","F",6,"White","Clark Middle School","Free Lunch","","11/10/2015","Excessive Tardiness","Friday School",317
"2013","S10831","F",6,"White","Clark Middle School","Free Lunch","","11/18/2015","Classroom Disruption","Work Detail",205
"2014","S1228351","F",6,"White","Clark Middle School","Free Lunch","","12/14/2015","Excessive Tardiness","Lunch Restriction",926
"2015","S10486","M",8,"Black","Clark Middle School","Free Lunch","Emotional Disability (Full Time) (05)","8/18/2015","Fighting","OSS-Three Days Out of School Suspension",258
"2016","S11138","M",8,"Black","Clark Middle School","Free Lunch","Emotional Disability (Full Time) (05)","9/4/2015","Excessive Tardiness","SEI Consultation",573
"2017","S11919","M",8,"Black","Clark Middle School","Free Lunch","Emotional Disability (Full Time) (05)","9/4/2015","Inappropriate Language","ISS-1 Day ICBM",1807
"2018","S1084","M",8,"Black","Clark Middle School","Free Lunch","Emotional Disability (Full Time) (05)","9/23/2015","Vandalism","Work Detail",205
"2019","S1228352","M",8,"Black","Clark Middle School","Free Lunch","Emotional Disability (Full Time) (05)","10/20/2015","Misbehavior","Lunch Restriction",926
"2020","S1228353","M",8,"Black","Clark Middle School","Free Lunch","Emotional Disability (Full Time) (05)","10/21/2015","Misbehavior","Lunch Restriction",926
"2021","S10881","M",8,"Black","Clark Middle School","Free Lunch","Emotional Disability (Full Time) (05)","12/4/2015","Other","Administrative Conference",1230
"2022","S1228355","M",8,"Black","Clark Middle School","Free Lunch","Emotional Disability (Full Time) (05)","12/15/2015","Inappropriate Language","Lunch Restriction",926
"2023","S1228360","F",7,"Hispanic","Clark Middle School","Free Lunch","","10/15/2015","Failure Refused Detention","Lunch Restriction",926
"2024","S10308","F",6,"Black","Clark Middle School","Free Lunch","","11/20/2015","Other","Peer Mediation",52
"2025","S10848","M",8,"White","Clark Middle School","Free Lunch","","8/18/2015","Rule Violation","Work Detail",205
