StudentNumber,Gender,Grade,Ethnicity,SchoolName,Lunch,Special Education,Inf. Date,Infraction,Adminstrative Action
S1236695,F,8,Hispanic,Clark Middle School,Free Lunch,,9/18/2015,Excessive Tardiness,Lunch Restriction
S1236695,F,8,Hispanic,Clark Middle School,Free Lunch,,10/8/2015,Excessive Tardiness,Lunch Restriction
S1236695,F,8,Hispanic,Clark Middle School,Free Lunch,,12/3/2015,Excessive Tardiness,Friday School
S1236696,F,8,Multiracial,Clark Middle School,Free Lunch,,11/10/2015,Excessive Tardiness,Lunch Restriction
S1236698,M,8,Hispanic,Clark Middle School,Free Lunch,Mild Cognitive Disability (10),11/9/2015,Refused Class Work,Friday School
S1236698,M,8,Hispanic,Clark Middle School,Free Lunch,Mild Cognitive Disability (10),12/11/2015,Other,SEI Consultation
S1236700,M,8,Hispanic,Clark Middle School,Free Lunch,,9/25/2015,Excessive Tardiness,ISS-2 Day ICBM
S1236700,M,8,Hispanic,Clark Middle School,Free Lunch,,11/2/2015,Excessive Tardiness,Friday School
S1236700,M,8,Hispanic,Clark Middle School,Free Lunch,,11/18/2015,Misbehavior,Lunch Restriction
S1236700,M,8,Hispanic,Clark Middle School,Free Lunch,,12/7/2015,Excessive Absences,Friday School
S1236700,M,8,Hispanic,Clark Middle School,Free Lunch,,12/15/2015,Insubordination,ISS-1 Day ICBM
S1236704,M,8,Hispanic,Clark Middle School,Free Lunch,,11/2/2015,Excessive Tardiness,Friday School
S1236705,F,7,Hispanic,Clark Middle School,Free Lunch,,9/17/2015,Classroom Disruption,Lunch Restriction
S1236705,F,7,Hispanic,Clark Middle School,Free Lunch,,10/6/2015,Failure Refused Detention,Lunch Restriction
S1236705,F,7,Hispanic,Clark Middle School,Free Lunch,,11/5/2015,Truancy,Work Detail
S1236705,F,7,Hispanic,Clark Middle School,Free Lunch,,11/13/2015,Cell Phone,Lunch Restriction
S1236705,F,7,Hispanic,Clark Middle School,Free Lunch,,11/18/2015,Classroom Disruption,Friday School
S1236705,F,7,Hispanic,Clark Middle School,Free Lunch,,11/18/2015,Failure Refused Detention,Lunch Restriction
S1236705,F,7,Hispanic,Clark Middle School,Free Lunch,,11/20/2015,Leaving Without Permission,ISS-2 Day ICBM
S1236705,F,7,Hispanic,Clark Middle School,Free Lunch,,11/23/2015,Failure Refused Detention,ISS-1 Day ICBM
S1236705,F,7,Hispanic,Clark Middle School,Free Lunch,,12/15/2015,Disruption-School Process,OSS-Three Days Out of School Suspension
S1236714,M,7,Hispanic,Clark Middle School,Free Lunch,,9/15/2015,Misbehavior,Lunch Restriction
S1236714,M,7,Hispanic,Clark Middle School,Free Lunch,,9/15/2015,Refused Class Work,Parent Conference
S1236714,M,7,Hispanic,Clark Middle School,Free Lunch,,10/23/2015,Safety Infraction,Bus Suspension
S1236717,F,7,Hispanic,Clark Middle School,Free Lunch,,8/27/2015,Excessive Tardiness,SEI Consultation
S1236717,F,7,Hispanic,Clark Middle School,Free Lunch,,11/2/2015,Excessive Tardiness,Friday School
S1236717,F,7,Hispanic,Clark Middle School,Free Lunch,,11/9/2015,Failure Refused Detention,ISS-1 Day ICBM
S1236717,F,7,Hispanic,Clark Middle School,Free Lunch,,12/2/2015,Excessive Absences,Lunch Restriction
S1236718,M,7,Hispanic,Clark Middle School,Free Lunch,,10/7/2015,Failure Refused Detention,Lunch Restriction
S1236718,M,7,Hispanic,Clark Middle School,Free Lunch,,12/15/2015,Rule Violation,Administrative Conference
S1236727,F,7,White,Clark Middle School,Free Lunch,Specific Learning Disability (07),9/24/2015,Misbehavior,ISS-1 Day ICBM
S1236727,F,7,White,Clark Middle School,Free Lunch,Specific Learning Disability (07),10/22/2015,Vandalism,ISS-1 Day ICBM
S1236727,F,7,White,Clark Middle School,Free Lunch,Specific Learning Disability (07),11/11/2015,Failure Refused Detention,Lunch Restriction
S1236727,F,7,White,Clark Middle School,Free Lunch,Specific Learning Disability (07),11/16/2015,Failure Refused Detention,ISS-1 Day ICBM
S1236727,F,7,White,Clark Middle School,Free Lunch,Specific Learning Disability (07),12/2/2015,Uniform Violation,ISS-1 Day ICBM
S1236728,M,7,Hispanic,Clark Middle School,Free Lunch,Specific Learning Disability (07),9/3/2015,Excessive Tardiness,SEI Consultation
S1236728,M,7,Hispanic,Clark Middle School,Free Lunch,Specific Learning Disability (07),10/14/2015,Failure Refused Detention,Lunch Restriction
S1236728,M,7,Hispanic,Clark Middle School,Free Lunch,Specific Learning Disability (07),11/3/2015,Excessive Tardiness,Lunch Restriction
S1236728,M,7,Hispanic,Clark Middle School,Free Lunch,Specific Learning Disability (07),11/20/2015,Excessive Tardiness,ISS-2 Day ICBM
S1236732,M,6,White,Clark Middle School,Free Lunch,,12/17/2015,Misbehavior,ISS-1 Day ICBM
S1236743,M,7,Hispanic,Clark Middle School,Free Lunch,,9/28/2015,Excessive Tardiness,Friday School
S1236743,M,7,Hispanic,Clark Middle School,Free Lunch,,9/30/2015,Rule Violation,Administrative Conference
S1236743,M,7,Hispanic,Clark Middle School,Free Lunch,,11/3/2015,Excessive Tardiness,Lunch Restriction
S1236743,M,7,Hispanic,Clark Middle School,Free Lunch,,11/3/2015,Rule Violation,Work Detail
S1236743,M,7,Hispanic,Clark Middle School,Free Lunch,,11/11/2015,Excessive Tardiness,Friday School
S1236743,M,7,Hispanic,Clark Middle School,Free Lunch,,11/16/2015,Failure Refused Detention,Lunch Restriction
S1236743,M,7,Hispanic,Clark Middle School,Free Lunch,,11/17/2015,Rule Violation,Lunch Restriction
S1236743,M,7,Hispanic,Clark Middle School,Free Lunch,,11/17/2015,Rule Violation,Work Detail
S1236743,M,7,Hispanic,Clark Middle School,Free Lunch,,11/18/2015,Rule Violation,OSS-Two Days Out of School Suspension
S1236743,M,7,Hispanic,Clark Middle School,Free Lunch,,12/14/2015,Failure Refused Detention,ISS-1 Day ICBM
S1236743,M,7,Hispanic,Clark Middle School,Free Lunch,,12/15/2015,Excessive Tardiness,ISS-1 Day ICBM
S1236745,M,7,Hispanic,Clark Middle School,Free Lunch,,9/25/2015,Excessive Tardiness,Lunch Restriction
S1236745,M,7,Hispanic,Clark Middle School,Free Lunch,,9/29/2015,Bullying - Verbal,Peer Mediation
S1236745,M,7,Hispanic,Clark Middle School,Free Lunch,,10/7/2015,Insubordination,Class Suspension
S1236745,M,7,Hispanic,Clark Middle School,Free Lunch,,11/2/2015,Excessive Tardiness,Friday School
S1236745,M,7,Hispanic,Clark Middle School,Free Lunch,,11/4/2015,Inappropriate Language,Work Detail
S1236745,M,7,Hispanic,Clark Middle School,Free Lunch,,11/9/2015,Failure Refused Detention,ISS-1 Day ICBM
S1236745,M,7,Hispanic,Clark Middle School,Free Lunch,,11/9/2015,Failure Refused Detention,ISS-1 Day ICBM
S1236745,M,7,Hispanic,Clark Middle School,Free Lunch,,11/30/2015,Failure Refused Detention,ISS-1 Day ICBM
S1236752,F,7,Hispanic,Clark Middle School,Free Lunch,,11/12/2015,Other,Peer Mediation
S1236759,M,6,Hispanic,Clark Middle School,Free Lunch,Specific Learning Disability (07),9/17/2015,Rule Violation,Work Detail
S1236759,M,6,Hispanic,Clark Middle School,Free Lunch,Specific Learning Disability (07),9/23/2015,Classroom Disruption,OSS-One Day Out of School Suspension
S1236759,M,6,Hispanic,Clark Middle School,Free Lunch,Specific Learning Disability (07),9/25/2015,Excessive Tardiness,ISS-1 Day ICBM
S1236759,M,6,Hispanic,Clark Middle School,Free Lunch,Specific Learning Disability (07),10/5/2015,Other,SEI Consultation
S1236759,M,6,Hispanic,Clark Middle School,Free Lunch,Specific Learning Disability (07),10/8/2015,Excessive Tardiness,Friday School
S1236759,M,6,Hispanic,Clark Middle School,Free Lunch,Specific Learning Disability (07),10/9/2015,Classroom Disruption,OSS-One Day Out of School Suspension
S1236759,M,6,Hispanic,Clark Middle School,Free Lunch,Specific Learning Disability (07),10/13/2015,Insubordination,ISS-2 Day ICBM
S1236759,M,6,Hispanic,Clark Middle School,Free Lunch,Specific Learning Disability (07),10/20/2015,Rule Violation,ISS-1 Day ICBM
S1236759,M,6,Hispanic,Clark Middle School,Free Lunch,Specific Learning Disability (07),10/20/2015,Truancy,ISS-1 Day ICBM
S1236759,M,6,Hispanic,Clark Middle School,Free Lunch,Specific Learning Disability (07),10/23/2015,Disruption-School Process,OSS-One Day Out of School Suspension
S1236759,M,6,Hispanic,Clark Middle School,Free Lunch,Specific Learning Disability (07),10/23/2015,Safety Infraction,Bus Suspension
S1236759,M,6,Hispanic,Clark Middle School,Free Lunch,Specific Learning Disability (07),11/5/2015,Disruption-School Process,ISS-2 Day ICBM
S1236759,M,6,Hispanic,Clark Middle School,Free Lunch,Specific Learning Disability (07),11/9/2015,Misbehavior,OSS-One Day Out of School Suspension
S1236759,M,6,Hispanic,Clark Middle School,Free Lunch,Specific Learning Disability (07),11/11/2015,Misbehavior,ISS-2 Day ICBM
S1236759,M,6,Hispanic,Clark Middle School,Free Lunch,Specific Learning Disability (07),11/13/2015,Insubordination,OSS-Two Days Out of School Suspension
S1236759,M,6,Hispanic,Clark Middle School,Free Lunch,Specific Learning Disability (07),11/24/2015,Insubordination,ISS-1 Day ICBM
S1236759,M,6,Hispanic,Clark Middle School,Free Lunch,Specific Learning Disability (07),12/3/2015,Excessive Tardiness,Friday School
S1236759,M,6,Hispanic,Clark Middle School,Free Lunch,Specific Learning Disability (07),12/4/2015,Insubordination,OSS-One Day Out of School Suspension
S1236759,M,6,Hispanic,Clark Middle School,Free Lunch,Specific Learning Disability (07),12/9/2015,Excessive Tardiness,Lunch Restriction
S1236759,M,6,Hispanic,Clark Middle School,Free Lunch,Specific Learning Disability (07),12/18/2015,Insubordination,ISS-1 Day ICBM
S1236762,M,6,Hispanic,Clark Middle School,Free Lunch,,11/2/2015,Excessive Tardiness,Friday School
S1236762,M,6,Hispanic,Clark Middle School,Free Lunch,,12/16/2015,Excessive Tardiness,Lunch Restriction
S1236767,M,6,Hispanic,Clark Middle School,Free Lunch,,9/14/2015,Other,Administrative Conference
S1236777,M,7,Hispanic,Clark Middle School,Free Lunch,,10/6/2015,Misbehavior,ISS-1 Day ICBM
S1236777,M,7,Hispanic,Clark Middle School,Free Lunch,,10/12/2015,Excessive Tardiness,Lunch Restriction
S1236782,M,7,Hispanic,Clark Middle School,Free Lunch,Autism Spectrum Disorder (15),8/31/2015,Other,SEI Consultation
S1236782,M,7,Hispanic,Clark Middle School,Free Lunch,Autism Spectrum Disorder (15),9/15/2015,Other,Administrative Conference
S1236782,M,7,Hispanic,Clark Middle School,Free Lunch,Autism Spectrum Disorder (15),10/14/2015,Failure Refused Detention,Lunch Restriction
S1236782,M,7,Hispanic,Clark Middle School,Free Lunch,Autism Spectrum Disorder (15),11/17/2015,Disruption-School Process,ISS-2 Day ICBM
S1236782,M,7,Hispanic,Clark Middle School,Free Lunch,Autism Spectrum Disorder (15),12/17/2015,Failure Refused Detention,Lunch Restriction
S1236783,M,7,Hispanic,Clark Middle School,Free Lunch,,9/2/2015,Failure Refused Detention,Lunch Restriction
S1236784,M,8,Hispanic,Clark Middle School,Free Lunch,,11/11/2015,Refused Class Work,Lunch Restriction
S1236784,M,8,Hispanic,Clark Middle School,Free Lunch,,12/7/2015,Excessive Tardiness,Friday School
S1236790,M,6,Hispanic,Clark Middle School,Free Lunch,,10/1/2015,Misbehavior,Work Detail
S1236790,M,6,Hispanic,Clark Middle School,Free Lunch,,10/20/2015,Other,SEI Consultation
S1236795,F,6,Hispanic,Clark Middle School,Free Lunch,Language or Speech Impairment (09),9/9/2015,Excessive Tardiness,SEI Consultation
S1236795,F,6,Hispanic,Clark Middle School,Free Lunch,Language or Speech Impairment (09),10/9/2015,Excessive Tardiness,Friday School
S1236796,F,7,Black,Clark Middle School,Free Lunch,Specific Learning Disability (07),9/15/2015,Excessive Tardiness,Lunch Restriction
S1236796,F,7,Black,Clark Middle School,Free Lunch,Specific Learning Disability (07),10/7/2015,Misbehavior,ISS-1 Day ICBM
S1236800,M,8,White,Clark Middle School,Free Lunch,,11/11/2015,Refused Class Work,Lunch Restriction
S1236800,M,8,White,Clark Middle School,Free Lunch,,12/7/2015,Other,Administrative Conference
S1236807,M,6,Hispanic,Clark Middle School,Free Lunch,,9/14/2015,Other,Administrative Conference
S1236812,M,6,Hispanic,Clark Middle School,Free Lunch,,9/10/2015,Safety Infraction,OSS-One Day Out of School Suspension
S1236812,M,6,Hispanic,Clark Middle School,Free Lunch,,9/14/2015,Other,Administrative Conference
S1236812,M,6,Hispanic,Clark Middle School,Free Lunch,,9/24/2015,Misbehavior,Work Detail
S1236821,M,6,White,Clark Middle School,Free Lunch,,11/10/2015,Excessive Tardiness,Lunch Restriction
S1236821,M,6,White,Clark Middle School,Free Lunch,,12/8/2015,Excessive Tardiness,Lunch Restriction
S1236828,M,6,Hispanic,Clark Middle School,Free Lunch,Specific Learning Disability (07),8/31/2015,Misbehavior,Lunch Restriction
S1236828,M,6,Hispanic,Clark Middle School,Free Lunch,Specific Learning Disability (07),9/25/2015,Excessive Tardiness,ISS-3 Day ICBM
S1236828,M,6,Hispanic,Clark Middle School,Free Lunch,Specific Learning Disability (07),10/9/2015,Other,SEI Consultation
S1236828,M,6,Hispanic,Clark Middle School,Free Lunch,Specific Learning Disability (07),10/9/2015,Other,OSS-Out Of School Suspension
S1236828,M,6,Hispanic,Clark Middle School,Free Lunch,Specific Learning Disability (07),11/3/2015,Inappropriate Language,OSS-One Day Out of School Suspension
S1236838,F,7,Hispanic,Clark Middle School,Free Lunch,,11/24/2015,Disruption-School Process,OSS-One Day Out of School Suspension
S1236849,M,7,Hispanic,Clark Middle School,Free Lunch,,9/28/2015,Misbehavior,Work Detail
S1236849,M,7,Hispanic,Clark Middle School,Free Lunch,,11/11/2015,Excessive Tardiness,Friday School
S1236849,M,7,Hispanic,Clark Middle School,Free Lunch,,12/1/2015,Excessive Tardiness,Friday School
S1236849,M,7,Hispanic,Clark Middle School,Free Lunch,,12/2/2015,Failure Refused Detention,Lunch Restriction
S1236849,M,7,Hispanic,Clark Middle School,Free Lunch,,12/9/2015,Misbehavior,Work Detail
S1236849,M,7,Hispanic,Clark Middle School,Free Lunch,,12/14/2015,Failure Refused Detention,ISS-1 Day ICBM
S1236853,F,6,Multiracial,Clark Middle School,Free Lunch,,9/28/2015,Other,Peer Mediation
S1236853,F,6,Multiracial,Clark Middle School,Free Lunch,,10/7/2015,Theft School/Private Property,OSS-Two Days Out of School Suspension
S1236864,M,6,Hispanic,Clark Middle School,Free Lunch,,10/6/2015,Insubordination,Lunch Restriction
S1236864,M,6,Hispanic,Clark Middle School,Free Lunch,,12/4/2015,Disruption-School Process,OSS-Five Days Out of School Suspension
S1236868,M,6,Hispanic,Clark Middle School,Paid,,8/18/2015,Classroom Disruption,Lunch Restriction
S1236876,M,6,Hispanic,Clark Middle School,Reduced Lunch,,9/17/2015,Cell Phone,Verbal Reprimand
S1236876,M,6,Hispanic,Clark Middle School,Reduced Lunch,,9/17/2015,Leaving Without Permission,Lunch Restriction
S1236892,M,6,Hispanic,Clark Middle School,Free Lunch,,8/25/2015,Misbehavior,Lunch Restriction
S1236892,M,6,Hispanic,Clark Middle School,Free Lunch,,9/22/2015,Fighting,OSS-Three Days Out of School Suspension
S1236892,M,6,Hispanic,Clark Middle School,Free Lunch,,10/1/2015,Misbehavior,Lunch Restriction
S1236892,M,6,Hispanic,Clark Middle School,Free Lunch,,10/14/2015,Problem-Bus Behavior,Bus Suspension
S1236892,M,6,Hispanic,Clark Middle School,Free Lunch,,10/15/2015,Misbehavior,Lunch Restriction
S1236892,M,6,Hispanic,Clark Middle School,Free Lunch,,10/23/2015,Disruption-School Process,ISS-1 Day ICBM
S1236892,M,6,Hispanic,Clark Middle School,Free Lunch,,10/27/2015,Classroom Disruption,Work Detail
S1236892,M,6,Hispanic,Clark Middle School,Free Lunch,,11/3/2015,Disruption-School Process,OSS-One Day Out of School Suspension
S1236892,M,6,Hispanic,Clark Middle School,Free Lunch,,11/10/2015,Excessive Tardiness,Lunch Restriction
S1236892,M,6,Hispanic,Clark Middle School,Free Lunch,,11/18/2015,Classroom Disruption,Work Detail
S1236892,M,6,Hispanic,Clark Middle School,Free Lunch,,12/7/2015,Misbehavior,Lunch Restriction
S1236892,M,6,Hispanic,Clark Middle School,Free Lunch,,12/10/2015,Inappropriate Use Of Internet,ISS-1 Day ICBM
S1236892,M,6,Hispanic,Clark Middle School,Free Lunch,,12/11/2015,Bullying - Verbal,OSS-Three Days Out of School Suspension
S1236892,M,6,Hispanic,Clark Middle School,Free Lunch,,12/18/2015,Classroom Disruption,ISS-1 Day ICBM
S1236920,F,7,Hispanic,Clark Middle School,Free Lunch,,10/6/2015,Insubordination,Lunch Restriction
S1236923,M,6,Hispanic,Clark Middle School,Free Lunch,Autism Spectrum Disorder (15),11/3/2015,Excessive Tardiness,Lunch Restriction
S1237084,F,8,Black,Clark Middle School,Free Lunch,,9/14/2015,Excessive Tardiness,SEI Consultation
S1237084,F,8,Black,Clark Middle School,Free Lunch,,10/13/2015,Other,Peer Mediation
S1237084,F,8,Black,Clark Middle School,Free Lunch,,10/26/2015,Excessive Tardiness,ISS-1 Day ICBM
S1237086,M,8,Hispanic,Clark Middle School,Free Lunch,,8/18/2015,Fighting,OSS-Five Days Out of School Suspension
S1237086,M,8,Hispanic,Clark Middle School,Free Lunch,,10/14/2015,Misbehavior,Friday School
S1237086,M,8,Hispanic,Clark Middle School,Free Lunch,,11/3/2015,Excessive Tardiness,Friday School
S1237562,M,8,Black,Clark Middle School,Free Lunch,,9/4/2015,Excessive Tardiness,SEI Consultation
S1237562,M,8,Black,Clark Middle School,Free Lunch,,10/16/2015,Leaving Without Permission,Work Detail
S1237571,M,8,Black,Clark Middle School,Free Lunch,,9/14/2015,Excessive Tardiness,SEI Consultation
S1237571,M,8,Black,Clark Middle School,Free Lunch,,9/28/2015,Excessive Tardiness,Friday School
S1237571,M,8,Black,Clark Middle School,Free Lunch,,10/15/2015,Failure Refused Detention,Lunch Restriction
S1237571,M,8,Black,Clark Middle School,Free Lunch,,10/16/2015,Excessive Tardiness,ISS-1 Day ICBM
S1237571,M,8,Black,Clark Middle School,Free Lunch,,11/17/2015,Fighting,OSS-Out Of School Suspension
S1237641,F,7,Black,Clark Middle School,Free Lunch,,9/28/2015,Excessive Tardiness,Lunch Restriction
S1237641,F,7,Black,Clark Middle School,Free Lunch,,10/16/2015,Excessive Tardiness,Friday School
S1237641,F,7,Black,Clark Middle School,Free Lunch,,12/16/2015,Excessive Tardiness,SEI Consultation
S1237698,M,6,Black,Clark Middle School,Free Lunch,,9/9/2015,Classroom Disruption,Ripple Effects Module
S1237698,M,6,Black,Clark Middle School,Free Lunch,,9/14/2015,No Book Or Materials,Administrative Conference
S1237698,M,6,Black,Clark Middle School,Free Lunch,,9/16/2015,Inappropriate Language,ISS-2 Day ICBM
S1237698,M,6,Black,Clark Middle School,Free Lunch,,9/22/2015,Classroom Disruption,OSS-One Day Out of School Suspension
S1237698,M,6,Black,Clark Middle School,Free Lunch,,9/22/2015,Problem-Bus Behavior,Administrative Conference
S1237698,M,6,Black,Clark Middle School,Free Lunch,,9/30/2015,Excessive Tardiness,Lunch Restriction
S1237698,M,6,Black,Clark Middle School,Free Lunch,,10/2/2015,Problem-Bus Behavior,Work Detail
S1237698,M,6,Black,Clark Middle School,Free Lunch,,10/7/2015,Excessive Tardiness,ISS-2 Day ICBM
S1237698,M,6,Black,Clark Middle School,Free Lunch,,10/15/2015,Classroom Disruption,ISS-1 Day ICBM
S1237698,M,6,Black,Clark Middle School,Free Lunch,,10/16/2015,Classroom Disruption,OSS-One Day Out of School Suspension
S1237698,M,6,Black,Clark Middle School,Free Lunch,,10/16/2015,Insubordination,OSS-One Day Out of School Suspension
S1237698,M,6,Black,Clark Middle School,Free Lunch,,10/28/2015,Excessive Tardiness,Lunch Restriction
S1237698,M,6,Black,Clark Middle School,Free Lunch,,11/3/2015,Classroom Disruption,ISS-2 Day ICBM
S1237698,M,6,Black,Clark Middle School,Free Lunch,,11/17/2015,Inappropriate Language,Parent Conference
S1237698,M,6,Black,Clark Middle School,Free Lunch,,11/19/2015,Insubordination,Work Detail
S1237698,M,6,Black,Clark Middle School,Free Lunch,,11/30/2015,Failure Refused Detention,ISS-1 Day ICBM
S1237698,M,6,Black,Clark Middle School,Free Lunch,,12/2/2015,Disruption-School Process,OSS-One Day Out of School Suspension
